generation_biomass,generation_geothermal,generation_hydro_pumped_storage_consumption,generation_hydro_poundage,generation_hydro_water reservoir,generation_marine,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,price_actual,total_renewable_energy
462,0,0,704,5225,0,65,5132,236,0,1960,87.75,13784
466,0,0,672,4549,0,68,5154,233,0,2789,84.88,13931
475,0,0,649,3480,0,68,5056,234,0,3799,81.59,13761
491,0,0,644,2590,0,66,4762,232,0,4986,79.4,13771
490,0,0,627,1905,0,68,4262,231,0,6098,78.54,13681
493,0,0,627,1437,0,67,3704,238,0,6817,76.49,13383
490,0,0,600,1182,0,66,3113,254,0,6911,71.43,12616
493,0,0,625,1048,0,66,2002,249,0,6998,69.72,11481
497,0,0,629,1481,0,65,1011,250,0,6867,76.65,10800
499,0,0,633,1613,0,65,720,249,0,6787,77,10566
503,0,0,587,1174,0,66,693,252,0,6813,69,10088
494,0,0,547,615,0,59,690,259,0,6564,58.55,9228
491,0,0,535,1109,0,64,666,262,0,6301,57.55,9428
491,0,231,529,814,0,65,630,261,0,5958,56.73,8979
492,0,360,527,836,0,67,615,262,0,6016,56.95,9175
494,0,525,522,866,0,66,612,263,0,6185,55.03,9533
495,0,458,523,883,0,67,622,266,0,6085,57,9399
472,0,180,528,950,0,65,496,261,0,5994,57.06,8946
468,0,0,535,995,0,65,355,249,0,5901,55.27,8568
495,0,0,575,1318,0,66,705,251,0,5849,67.4,9259
498,0,0,611,1653,0,63,2199,254,0,5699,75.34,10977
495,0,0,631,1849,0,66,3683,258,0,5686,76.61,12668
497,0,0,673,2544,0,67,4269,264,0,5502,80.91,13816
496,0,0,698,2957,0,67,4602,262,0,5561,81.37,14643
515,0,0,702,2804,0,69,4843,264,0,5711,81.91,14908
520,0,0,681,2001,0,72,4963,262,0,5946,80.48,14445
523,0,1,679,1465,0,72,4922,258,0,6233,78.53,14153
522,0,0,690,1380,0,70,4668,259,0,6549,77.48,14138
525,0,0,698,1335,0,71,4245,262,0,6766,78.28,13902
524,0,20,700,1394,0,72,3748,261,0,6675,77.65,13394
529,0,36,675,1068,0,74,3066,262,0,7141,73.02,12851
518,0,8,688,1293,0,73,2006,262,0,7308,75.29,12156
513,0,0,686,1824,0,72,996,263,0,7161,76.98,11515
516,0,0,692,1805,0,74,732,262,0,6974,76.89,11055
517,0,0,651,1123,0,71,713,265,0,6615,69.8,9955
502,0,122,627,1101,0,71,713,260,0,6196,62.2,9592
510,0,552,625,850,0,71,710,263,0,5838,55.6,9419
510,0,761,614,775,0,68,705,262,0,5578,53.9,9273
501,0,821,613,709,0,68,674,245,0,5472,53.46,9103
505,0,821,612,740,0,70,672,249,0,5446,53.14,9115
511,0,754,591,702,0,68,637,256,0,5245,53.27,8764
511,0,277,597,863,0,71,478,251,0,5297,55.25,8345
513,0,5,599,1426,0,71,304,256,0,4626,59.43,7800
524,0,0,659,2615,0,68,588,258,0,4047,72.38,8759
524,0,0,689,3377,0,68,1718,260,0,3768,77.06,10404
527,0,0,720,3304,0,68,3090,261,0,3729,77.58,11699
515,0,0,731,3325,0,68,3953,262,0,3861,81.32,12715
518,0,0,746,3262,0,69,4183,260,0,4180,81.18,13218
518,0,9,723,2997,0,73,4074,263,0,4694,80.78,13351
513,0,0,693,1661,0,74,3973,255,0,5849,79.32,13018
512,0,119,669,1220,0,74,3974,250,0,7264,75.77,14082
513,0,441,669,1220,0,74,3599,258,0,7584,74.26,14358
523,0,743,671,1129,0,73,3003,261,0,7986,74.72,14389
527,0,594,675,1106,0,74,2665,263,0,7688,71.29,13592
530,0,659,683,981,0,73,2316,266,0,7662,67.71,13170
535,0,661,677,1041,0,71,1644,268,0,8163,71.55,13060
559,0,1059,712,1441,0,70,845,261,0,7707,74.84,12654
565,0,713,727,1358,0,70,607,259,0,7170,75.23,11469
558,0,644,695,1114,0,70,529,264,0,6307,68.38,10181
521,0,396,882,4159,0,75,52,216,0,1015,55.71,7316
527,0,907,853,2338,0,75,43,209,0,1235,54.08,6187
522,0,975,840,1295,0,72,36,208,0,1443,52.5,5391
523,0,985,840,720,0,72,36,209,0,1579,52.02,4964
522,0,1222,832,691,0,71,36,216,0,1692,51.33,5282
529,0,1070,823,997,0,72,36,216,0,1904,51.03,5647
526,0,455,843,1732,0,71,36,215,0,2029,52.12,5907
530,0,40,888,3711,0,69,38,220,0,1942,51.98,7438
517,0,0,985,5601,0,63,47,220,0,2008,55.69,9441
508,0,0,1114,6258,0,67,485,217,0,1959,58.15,10608
506,0,0,1039,6307,0,68,1356,212,0,2273,63.33,11761
503,0,0,1059,6161,0,68,2183,212,0,1895,71.31,12081
509,0,0,1042,5418,0,72,2802,209,0,1959,71.61,12011
511,0,0,991,4494,0,76,3076,208,0,2200,72.06,11556
508,0,1,975,3576,0,77,3199,207,0,2348,71.34,10891
509,0,0,989,3298,0,76,3130,209,0,2395,66.23,10606
508,0,0,986,3276,0,74,2572,218,0,1986,63.31,9620
508,0,0,969,4037,0,74,1300,221,0,1985,63.4,9094
528,0,1,1001,6175,0,75,324,224,0,2306,61.41,10634
529,0,0,1011,6101,0,76,77,221,0,3096,63.55,11111
543,0,0,1021,6115,0,78,65,234,0,3564,69.85,11620
536,0,0,991,5383,0,77,56,236,0,4139,75.68,11418
534,0,0,959,4436,0,78,56,238,0,4849,72.98,11150
544,0,70,917,3026,0,76,55,235,0,5212,64.89,10135
454,0,475,1224,3995,0,75,41,205,0,4787,60.5,11256
463,0,1196,1203,2938,0,71,42,200,0,4981,54.74,11094
464,0,1556,1185,2405,0,69,42,207,0,5361,52.69,11289
471,0,1897,1175,2155,0,71,41,216,0,5914,52.77,11940
477,0,2166,1170,2103,0,70,41,216,0,6324,51.43,12567
469,0,2235,1173,2173,0,69,42,216,0,6553,50.43,12930
477,0,2140,1167,2369,0,71,43,217,0,6612,49.04,13096
490,0,2094,1160,2401,0,69,42,213,0,6942,48.69,13411
486,0,2026,1135,2451,0,67,156,212,0,7326,50.84,13859
483,0,1760,1160,2961,0,68,1126,212,0,7626,52.03,15396
485,0,886,1180,3377,0,68,2279,212,0,8132,52.77,16619
481,0,1105,1201,3333,0,70,3471,213,0,8706,54.38,18580
470,0,1694,1176,3156,0,69,4145,213,0,9064,53.9,19987
450,0,2236,1201,3165,0,66,4206,212,0,9170,53.46,20706
453,0,2503,1163,3210,0,67,4154,207,0,9263,51.24,21020
440,0,2749,1138,2754,0,58,3954,206,0,9574,49.78,20873
433,0,2806,1128,2685,0,61,3470,204,0,10080,50.1,20867
442,0,2812,1153,2925,0,56,2420,208,0,10439,50.56,20455
478,0,2151,1202,3350,0,58,882,212,0,10725,53.65,19058
483,0,526,1268,4025,0,59,396,210,0,10772,55.31,17739
485,0,91,1296,4469,0,59,343,213,0,11237,58.71,18193
485,0,5,1260,3942,0,60,246,212,0,11419,73.21,17629
480,0,337,1221,3957,0,60,173,214,0,11341,75.98,17783
481,0,1022,1182,3439,0,60,118,207,0,11198,71.19,17707
484,0,713,1458,4933,0,61,580,148,0,2799,69.9,11176
478,0,1357,1426,4497,0,63,543,145,0,2750,57.55,11259
479,0,1568,1387,4344,0,61,412,149,0,2674,54.52,11074
474,0,1900,1370,4171,0,62,172,152,0,2675,54.48,10976
472,0,1982,1353,4273,0,62,62,150,0,2628,53.78,10982
469,0,1940,1345,4173,0,60,45,149,0,2446,53.88,10627
465,0,1957,1416,4281,0,61,45,147,0,2240,66.72,10612
464,0,1871,1433,4184,0,60,60,149,0,2173,69.1,10394
456,0,1756,1381,4031,0,56,680,150,0,2205,73.4,10715
455,0,1340,1407,3687,0,57,2203,151,0,2213,76.08,11513
441,0,890,1418,3667,0,58,3908,152,0,2266,77.98,12800
432,0,940,1429,3436,0,56,4677,156,0,2653,78.72,13779
428,0,1198,1437,3247,0,57,4936,154,0,2900,78.55,14357
437,0,1763,1458,3622,0,58,4924,157,0,3097,78.08,15516
435,0,1883,1445,3635,0,58,4803,154,0,3774,72.95,16187
443,0,2039,1426,3077,0,51,4451,151,0,4421,71.21,16059
453,0,2482,1449,3499,0,51,3830,147,0,4660,70.27,16571
460,0,2465,1469,3614,0,53,2898,148,0,4830,71.3,15937
471,0,1195,1493,4330,0,57,1573,150,0,4665,72.56,13934
475,0,237,1506,5812,0,61,767,152,0,4855,71.96,13865
478,0,160,1522,6529,0,62,626,153,0,5100,71.98,14630
477,0,160,1523,6890,0,61,559,152,0,5560,77.51,15382
479,0,160,1543,6325,0,60,532,154,0,5725,76.53,14978
473,0,369,1502,5084,0,61,485,152,0,5591,70.02,13717
357,0,779,1181,1356,0,61,69,151,0,10630,68.14,14584
347,0,1386,1137,1098,0,59,19,145,0,10783,58.56,14974
318,0,2050,1137,1073,0,63,19,139,0,10660,54.9,15459
310,0,2367,1125,1086,0,60,19,137,0,10366,54.33,15470
311,0,2369,1132,1081,0,60,19,137,0,10157,53.72,15266
311,0,1991,1144,1065,0,61,19,136,0,9975,54.2,14702
316,0,1029,1148,1094,0,59,20,135,0,9867,58.39,13668
338,0,673,1182,2142,0,59,34,140,0,9789,60.07,14357
345,0,172,1223,2962,0,59,360,145,0,9461,68.03,14727
342,0,0,1265,3685,0,58,1166,147,0,8864,72.29,15527
257,0,0,1065,3470,0,58,1861,92,0,8974,74.55,15777
341,0,0,1058,2884,0,59,2357,145,0,9066,76.73,15910
335,0,0,1108,2754,0,65,2697,148,0,9032,77.45,16139
349,0,0,1227,3157,0,60,2723,146,0,8881,78.17,16543
350,0,0,1328,2549,0,62,2676,147,0,8891,76.89,16003
354,0,0,1309,2156,0,66,2471,143,0,8984,74.58,15483
346,0,0,1299,1818,0,63,2251,142,0,9295,74.25,15214
342,0,0,1295,1615,0,64,1935,143,0,9494,74.11,14888
345,0,0,1304,1589,0,64,1427,134,0,9435,74.6,14298
347,0,0,1330,2429,0,67,615,131,0,9066,73.43,13985
345,0,0,1412,4193,0,65,111,131,0,8456,73.65,14713
352,0,0,1492,5229,0,66,23,136,0,8032,76.86,15330
345,0,0,1433,4507,0,67,22,145,0,7715,75.65,14234
344,0,0,1320,2532,0,66,22,144,0,7288,70.43,11716
394,0,1859,1157,3973,0,65,663,153,0,8907,69.34,17171
392,0,2586,1156,4123,0,67,636,156,0,9616,64.54,18732
391,0,2935,1161,3830,0,68,633,155,0,10146,57.29,19319
387,0,2981,1168,4036,0,67,612,157,0,9921,56.19,19329
384,0,3026,1162,4077,0,69,592,160,0,9456,55.63,18926
390,0,2651,1164,3843,0,68,491,157,0,9527,55.63,18291
394,0,1783,1164,3148,0,67,276,149,0,9982,62.01,16963
439,0,1343,1177,4067,0,66,219,145,0,9805,67.19,17261
450,0,285,1238,3663,0,65,776,141,0,9169,71.6,15787
448,0,217,1359,3357,0,65,1956,152,0,9612,74.19,17166
433,0,302,1301,3578,0,66,2867,152,0,10293,75.08,18992
429,0,484,1295,3610,0,68,3161,155,0,10963,77.11,20165
430,0,571,1291,3564,0,67,3582,153,0,11222,76.88,20880
441,0,393,1237,3550,0,74,3653,152,0,11163,75.7,20663
427,0,449,1195,3412,0,73,3738,159,0,11071,72.64,20524
424,0,542,1178,3460,0,76,4118,159,0,10520,68.41,20477
440,0,526,1237,3412,0,77,4255,158,0,9915,66.71,20020
443,0,145,1253,3182,0,77,4155,155,0,9227,68.52,18637
450,0,61,1259,3241,0,79,3811,162,0,8339,70.48,17402
457,0,0,1209,3920,0,78,3106,158,0,7332,71.6,16260
456,0,0,1354,4771,0,79,1530,164,0,5870,73.35,14224
459,0,0,1379,5179,0,79,721,167,0,5346,77.87,13330
449,0,0,1309,4887,0,78,502,165,0,5173,77.55,12563
453,0,194,1254,4613,0,80,407,166,0,4863,71.61,12030
494,0,294,692,1848,0,66,654,249,0,6267,68.49,10564
491,0,335,674,1405,0,65,616,251,0,5681,67.53,9518
500,0,603,668,1609,0,67,594,241,0,4984,61.45,9266
513,0,791,663,2021,0,67,403,240,0,4468,59.28,9166
514,0,856,668,2099,0,69,402,241,0,3774,58.23,8623
517,0,747,665,1977,0,69,379,238,0,3269,61.44,7861
517,0,63,667,1676,0,68,329,240,0,3207,66.97,6767
517,0,0,686,2546,0,69,506,239,0,3211,67.62,7774
526,0,0,731,3278,0,68,1202,239,0,3128,70.89,9172
529,0,0,778,3304,0,66,2574,244,0,3187,75.25,10682
528,0,0,797,3536,0,65,3598,247,0,3294,76.37,12065
535,0,0,819,3796,0,66,4104,245,0,3216,78.69,12781
532,0,0,828,3759,0,66,4421,244,0,3343,78.87,13193
536,0,0,815,3721,0,67,4474,240,0,3614,78.15,13467
533,0,0,799,2956,0,70,4422,235,0,3785,73.99,12800
530,0,0,790,2788,0,69,4220,245,0,4111,70.46,12753
527,0,0,766,2898,0,67,3781,227,0,4752,69.98,13018
524,0,0,774,2670,0,68,3191,252,0,5318,70.11,12797
526,0,0,776,2597,0,69,2606,252,0,6102,71.14,12928
520,0,0,754,2133,0,69,1810,248,0,7024,70.58,12558
526,0,0,761,2379,0,71,1118,252,0,7052,73.81,12159
534,0,0,781,3005,0,71,576,252,0,6406,79.49,11625
533,0,0,772,3019,0,71,471,252,0,5982,78.59,11100
525,0,0,730,2129,0,71,424,251,0,5579,70.68,9709
496,0,48,660,1657,0,72,606,254,0,5506,70.17,9299
495,0,247,646,891,0,70,605,247,0,5592,68.12,8793
503,0,586,636,839,0,72,590,252,0,5504,57.81,8982
501,0,594,631,797,0,69,558,252,0,5401,56.49,8803
498,0,593,630,824,0,69,409,252,0,5269,55.4,8544
497,0,560,623,802,0,65,227,254,0,5329,55.71,8357
499,0,356,640,1148,0,69,150,255,0,5317,65.71,8434
492,0,142,648,1526,0,68,246,253,0,5299,67.11,8674
496,0,32,681,1907,0,69,861,242,0,5132,72.01,9420
497,0,0,715,2738,0,62,2419,244,0,4906,76.19,11581
497,0,52,725,3243,0,65,4051,254,0,4743,78.16,13630
497,0,30,715,3532,0,67,4718,254,0,4689,80.15,14502
489,0,0,736,3513,0,67,5062,252,0,4887,80.37,15006
500,0,0,725,3499,0,66,5226,253,0,5220,80.33,15489
494,0,0,713,3178,0,68,5289,243,0,5639,78.92,15624
504,0,0,705,2734,0,68,5104,239,0,6079,77.19,15433
503,0,0,710,2612,0,66,4800,249,0,6357,75.11,15297
509,0,0,689,2288,0,67,4505,253,0,6844,74.64,15155
497,0,78,680,1893,0,67,4012,253,0,7665,74.08,15145
499,0,160,683,1561,0,66,3207,254,0,8206,72.51,14636
504,0,176,709,1585,0,69,2063,257,0,8325,71.1,13688
501,0,161,711,2025,0,69,997,256,0,8302,73.09,13022
487,0,82,698,1919,0,67,692,255,0,8628,71.6,12828
492,0,1,675,1408,0,68,634,258,0,8541,59.98,12077
537,0,127,634,1539,0,70,30,257,0,6419,60.29,9613
539,0,437,609,1325,0,69,28,269,0,6349,58.22,9625
538,0,530,606,870,0,66,26,271,0,6015,54.42,8922
539,0,919,611,520,0,66,26,269,0,5970,51.98,8920
542,0,1140,601,493,0,65,26,265,0,5809,51.8,8941
540,0,1276,599,472,0,64,26,269,0,5836,51.18,9082
542,0,1457,602,573,0,66,26,271,0,5947,51.27,9484
545,0,1650,593,733,0,67,43,269,0,5646,51.06,9546
550,0,886,606,914,0,67,176,272,0,5005,54.1,8476
566,0,192,588,1626,0,69,495,273,0,4504,57.77,8313
572,0,27,624,2558,0,67,909,270,0,4237,65.98,9264
570,0,0,631,3318,0,66,1232,274,0,3703,72.15,9794
574,0,30,647,3856,0,68,1456,275,0,3425,73.26,10331
571,0,77,646,3755,0,71,1820,271,0,4000,75.17,11211
573,0,78,644,3019,0,69,2268,276,0,4697,74.04,11624
566,0,129,646,2259,0,70,2280,274,0,5160,71.58,11384
573,0,59,650,1649,0,67,2314,272,0,5008,69.55,10592
570,0,0,658,1558,0,67,2171,267,0,4558,67.17,9849
566,0,0,647,1833,0,67,1635,256,0,4649,66.18,9653
566,0,0,642,2179,0,66,959,266,0,4757,66.98,9435
567,0,0,653,2571,0,66,310,264,0,5288,70.9,9719
573,0,0,690,2703,0,67,48,271,0,6042,75.36,10394
573,0,75,696,1901,0,67,26,271,0,7161,76.5,10770
575,0,247,665,1429,0,69,26,275,0,7861,63.97,11147
508,0,193,570,1128,0,62,143,232,0,2778,52.65,5614
513,0,196,567,662,0,62,80,231,0,2418,51.91,4729
517,0,385,554,675,0,63,45,226,0,1916,55.01,4381
517,0,385,546,606,0,64,37,224,0,1672,50.29,4051
507,0,384,537,494,0,63,42,227,0,1410,49.28,3664
502,0,385,535,481,0,63,52,228,0,1145,47.88,3391
502,0,384,547,1313,0,63,51,228,0,1028,52.32,4116
506,0,72,552,2546,0,62,53,237,0,956,46.17,4984
525,0,0,564,2973,0,62,273,237,0,761,49.95,5395
525,0,0,604,3321,0,66,1221,241,0,478,51.65,6456
523,0,0,618,3630,0,67,2904,243,0,295,54.76,8280
520,0,0,629,3664,0,66,4224,242,0,354,55.66,9699
526,0,0,637,3418,0,66,4645,225,0,429,55.73,9946
540,0,0,628,3159,0,65,4906,239,0,569,57.32,10106
541,0,0,604,1995,0,64,4942,239,0,804,57.52,9189
538,0,157,617,1668,0,67,4652,242,0,986,55.32,8927
536,0,173,614,1673,0,65,4200,240,0,1195,55.27,8696
541,0,260,591,1411,0,67,3835,239,0,1424,54.83,8368
541,0,393,592,1412,0,68,3252,237,0,1430,57.2,7925
543,0,324,586,1844,0,72,2037,240,0,1432,57.81,7078
546,0,45,603,2831,0,72,1110,241,0,1448,63.47,6896
551,0,0,599,3592,0,72,585,241,0,1469,75.7,7109
549,0,29,597,2476,0,71,552,238,0,1632,76.68,6144
550,0,173,588,1297,0,68,503,233,0,1631,68.58,5043
558,0,195,600,733,0,73,183,269,0,3774,60.77,6385
557,0,482,580,528,0,71,122,267,0,3868,56.68,6475
556,0,624,568,494,0,72,67,265,0,3716,56.21,6362
558,0,786,566,467,0,72,60,257,0,3496,55.5,6262
558,0,811,564,507,0,70,60,260,0,3517,55.48,6347
559,0,769,563,452,0,71,60,261,0,3588,55.53,6323
560,0,400,571,793,0,71,60,251,0,3397,60.26,6103
555,0,61,595,2575,0,70,62,266,0,3287,61.78,7471
557,0,0,608,3899,0,66,113,264,0,3183,67.55,8690
560,0,0,637,4104,0,68,845,269,0,2837,73.05,9320
558,0,0,631,3857,0,70,2052,268,0,2564,75.02,10000
560,0,0,641,3546,0,72,3420,269,0,2289,76.2,10797
532,0,0,644,3496,0,71,4242,269,0,1880,76.11,11134
543,0,0,644,3916,0,68,4271,268,0,1476,75.88,11186
563,0,0,611,3583,0,71,4175,269,0,1384,73.98,10656
562,0,0,622,3243,0,73,4020,266,0,1584,72.93,10370
561,0,0,611,2971,0,75,3834,269,0,2076,72.57,10397
561,0,0,602,3088,0,75,3394,259,0,2390,72.49,10369
562,0,0,611,3204,0,76,2529,255,0,2554,73.99,9791
559,0,0,619,4964,0,75,1044,256,0,2645,74.02,10162
541,0,0,609,5159,0,74,527,262,0,3274,74.15,10446
547,0,0,589,4157,0,74,470,261,0,3704,77.52,9802
540,0,146,574,2210,0,75,441,261,0,3886,76.8,8133
551,0,389,560,873,0,76,330,256,0,3726,69.78,6761
551,0,1423,661,923,0,68,74,259,0,5539,70.87,9498
543,0,2089,645,713,0,68,74,255,0,6036,61.23,10423
514,0,2715,633,559,0,69,74,252,0,6437,55.69,11253
512,0,3291,632,538,0,62,74,252,0,6848,54.46,12209
518,0,3465,628,379,0,62,74,250,0,7113,54.65,12489
513,0,3512,622,483,0,62,72,217,0,7355,54.77,12836
515,0,3503,622,424,0,62,72,209,0,7630,63.2,13037
498,0,3497,619,407,0,60,68,207,0,7534,69.07,12890
472,0,3418,608,556,0,59,377,205,0,7117,70.78,12812
468,0,2720,606,882,0,65,1198,205,0,6895,73.93,13039
501,0,2483,631,1021,0,69,2297,222,0,6685,75.61,13909
529,0,1975,640,878,0,69,3609,239,0,6643,77.19,14582
553,0,1672,624,782,0,70,3987,241,0,6556,77.27,14485
559,0,1450,615,1016,0,69,4114,251,0,6239,77.33,14313
559,0,1381,612,806,0,68,4103,262,0,5732,75.71,13523
557,0,1265,611,846,0,67,3912,263,0,4846,73.47,12367
552,0,1235,614,1012,0,68,3246,265,0,4419,72.93,11411
554,0,585,629,1469,0,69,1630,267,0,4461,73.18,9664
558,0,6,659,2879,0,69,636,275,0,4361,72.92,9443
559,0,1,799,4138,0,68,456,285,0,3973,73.11,10279
562,0,1,808,5320,0,67,357,285,0,3713,73.36,11113
562,0,1,806,4946,0,67,236,286,0,3532,77.03,10436
550,0,4,805,4091,0,68,177,283,0,3216,75.62,9194
540,0,162,666,2891,0,67,152,286,0,3139,70.6,7903
553,0,1741,545,298,0,71,13,233,0,5090,68.36,8544
555,0,2313,522,227,0,70,13,232,0,4874,60.72,8806
545,0,2669,522,216,0,70,13,231,0,4661,55.94,8927
536,0,2763,527,260,0,69,13,230,0,4279,55.75,8677
541,0,2556,527,190,0,68,13,231,0,3923,55.7,8049
544,0,2216,532,375,0,69,13,232,0,3532,56.19,7513
546,0,2033,546,410,0,70,13,230,0,3276,64.8,7124
540,0,1648,554,506,0,69,17,228,0,2801,67.49,6363
499,0,1502,636,512,0,64,44,225,0,2506,70.77,5988
478,0,948,651,809,0,66,383,226,0,2207,74.41,5768
470,0,388,671,1198,0,68,878,240,0,1691,76.12,5604
467,0,1,609,1144,0,70,1346,225,0,1420,77.02,5282
468,0,1,592,1042,0,71,1531,232,0,1450,77.21,5387
465,0,1,632,1199,0,69,1554,235,0,1366,77.29,5521
470,0,1,705,1242,0,69,1400,233,0,1130,74.65,5250
464,0,1,633,781,0,70,1125,237,0,1070,71.13,4381
467,0,1,579,1012,0,70,667,239,0,1018,68.03,4053
477,0,1,757,2161,0,74,193,237,0,1122,67.75,5022
487,0,1,794,4332,0,72,34,241,0,1373,65.94,7334
491,0,1,813,4837,0,71,29,250,0,1636,64.3,8128
506,0,1,829,5039,0,69,29,256,0,1836,64.88,8565
506,0,1,807,4558,0,70,13,262,0,2104,74.38,8321
512,0,1,769,3383,0,70,13,261,0,2453,74.31,7462
514,0,26,713,1599,0,70,13,259,0,2779,66.1,5973
531,0,532,535,1242,0,69,41,255,0,5804,64.66,9009
524,0,713,525,839,0,70,28,246,0,5988,56.76,8933
524,0,776,511,534,0,67,26,262,0,6535,54.78,9235
520,0,1046,512,551,0,68,26,258,0,7218,52.78,10199
519,0,1486,517,565,0,69,26,257,0,7493,51.89,10932
534,0,1710,512,582,0,68,25,255,0,7532,52.53,11218
549,0,1167,507,650,0,67,26,256,0,7458,53.26,10680
537,0,667,512,636,0,68,59,259,0,7703,53.42,10441
547,0,627,530,918,0,67,547,262,0,7672,56.95,11170
535,0,645,589,977,0,66,1808,262,0,8288,67.17,13170
523,0,1418,627,1252,0,68,3586,261,0,9664,70.54,17399
534,0,1752,645,1473,0,69,4727,260,0,9986,72.44,19446
552,0,1700,651,1600,0,68,5072,261,0,10320,71.45,20224
563,0,1510,657,1487,0,68,5100,265,0,10536,69.32,20186
548,0,1684,582,1230,0,67,5221,264,0,10387,59.66,19983
564,0,1983,561,834,0,68,5103,260,0,10428,57.2,19801
562,0,1994,552,896,0,70,4875,255,0,10166,56.98,19370
566,0,1694,561,1160,0,67,4380,256,0,9745,57.61,18429
566,0,1157,554,1046,0,69,3537,246,0,9250,58.36,16425
574,0,625,543,855,0,69,2506,260,0,9059,58.75,14491
573,0,564,566,1412,0,68,1338,263,0,8161,60.49,12945
567,0,164,592,1932,0,71,727,264,0,7331,72.41,11648
567,0,288,579,1827,0,70,626,267,0,6919,72.3,11143
567,0,601,552,1343,0,70,623,264,0,6712,59.16,10732
561,0,489,530,859,0,69,623,266,0,6648,53.32,10045
556,0,972,525,808,0,70,630,267,0,6388,52.28,10216
563,0,1732,514,608,0,70,593,268,0,6281,49.37,10629
564,0,2027,511,515,0,71,512,264,0,6234,48.38,10698
564,0,2127,514,569,0,69,471,262,0,6078,47.87,10654
562,0,2060,521,630,0,70,331,265,0,5822,48.45,10261
566,0,1342,522,762,0,68,181,264,0,5344,52.2,9049
562,0,330,528,741,0,69,160,266,0,4838,53.65,7494
562,0,123,544,1127,0,67,664,264,0,3978,58.65,7329
558,0,0,612,1299,0,67,2277,263,0,3348,68.42,8424
555,0,0,635,1573,0,70,4097,264,0,3072,72.92,10266
555,0,342,668,2095,0,70,4670,260,0,2881,75.91,11541
553,0,384,684,2388,0,69,4868,261,0,2871,77.72,12078
552,0,384,679,2344,0,70,4979,258,0,3083,77.77,12349
552,0,384,620,1553,0,74,4961,255,0,3563,75.44,11962
556,0,401,615,1114,0,75,4700,255,0,4058,71.25,11774
562,0,605,621,1160,0,75,4400,255,0,4303,68.61,11981
562,0,653,615,1077,0,74,3861,257,0,4656,68.39,11755
563,0,803,601,1173,0,74,3077,257,0,4937,68.72,11485
564,0,808,605,1351,0,71,2075,252,0,4991,68.26,10717
563,0,741,603,1504,0,71,1197,257,0,4912,70.03,9848
568,0,112,611,1935,0,71,787,251,0,4492,75.22,8827
569,0,6,598,1720,0,71,725,252,0,4241,74.23,8182
571,0,328,554,1373,0,69,656,252,0,4029,64.13,7832
571,0,236,531,1167,0,69,601,251,0,3650,58.55,7076
565,0,376,537,912,0,66,552,257,0,3208,58.38,6473
568,0,503,529,642,0,67,527,258,0,3140,56.98,6234
565,0,678,536,770,0,70,435,260,0,3167,55.81,6481
569,0,844,542,834,0,69,403,262,0,3092,54.7,6615
568,0,978,534,619,0,69,343,264,0,3247,53.78,6622
563,0,993,549,732,0,69,283,264,0,3189,55.46,6642
566,0,1299,571,918,0,70,246,268,0,3162,53.92,7100
565,0,1148,589,960,0,72,461,270,0,2751,56.1,6816
568,0,582,575,850,0,71,1548,270,0,2728,56.23,7192
560,0,286,571,821,0,71,3412,272,0,2852,57.64,8845
563,0,11,573,1258,0,70,4114,271,0,2760,57.75,9620
557,0,0,580,1185,0,71,4277,267,0,2690,58.03,9627
528,0,3,574,1335,0,71,4462,269,0,2881,58.3,10123
514,0,12,569,1234,0,72,4581,268,0,3033,57.34,10283
515,0,659,562,1113,0,73,4394,271,0,3497,53.62,11084
514,0,1026,559,1108,0,72,4160,270,0,3695,53.54,11404
514,0,1105,551,1127,0,72,3760,265,0,3795,53.26,11189
538,0,1043,565,1054,0,69,3268,258,0,3856,54.51,10651
560,0,701,572,1053,0,68,2657,266,0,4046,56.08,9923
561,0,184,602,1572,0,67,1455,269,0,3723,59.8,8433
563,0,0,641,2848,0,69,768,269,0,3090,73.36,8248
569,0,0,641,2922,0,69,562,271,0,2912,73.37,7946
568,0,0,614,2024,0,70,561,275,0,2786,65.66,6898
569,0,121,573,1272,0,68,560,271,0,2553,62.39,5987
567,0,503,563,836,0,69,559,271,0,2300,58.75,5668
566,0,635,541,590,0,70,553,268,0,1937,57.73,5160
570,0,869,539,501,0,69,548,269,0,1834,58.03,5199
568,0,894,536,464,0,69,410,267,0,1919,58.19,5127
566,0,1029,534,486,0,69,296,265,0,1905,57.96,5150
562,0,1025,534,537,0,68,121,268,0,1686,59.15,4801
564,0,1022,536,621,0,60,93,267,0,1517,57.73,4680
568,0,813,545,712,0,69,589,267,0,1401,59.85,4964
569,0,674,580,813,0,69,1976,266,0,1182,60.65,6129
568,0,370,576,704,0,70,3849,268,0,1031,59.88,7436
564,0,321,585,793,0,69,4596,270,0,960,60.11,8158
565,0,327,588,884,0,68,4878,259,0,1131,59.89,8700
564,0,279,576,978,0,67,4981,273,0,1504,59.76,9222
562,0,143,580,999,0,65,4765,270,0,1746,59.43,9130
562,0,221,560,917,0,63,4421,270,0,1913,56.86,8927
560,0,525,557,1057,0,64,4026,271,0,2097,56.57,9157
557,0,563,557,1210,0,65,3356,270,0,2432,57.54,9010
559,0,603,573,1564,0,66,2760,272,0,2659,58.63,9056
